"subplot_id","year","speriod","shrub_bio_ttl","shrub_1hr","shrub_10hr","tree_cover_ttl","tree_cvr_JUOS","tree_cvr_PIED","tree_cvr_PIMO","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase"
"JP-GR-GC005","12","001",5304,2249,2114,NA,NA,NA,NA,"JP","GR","G","CP","005","BM","3"
"JP-GR-GC005","13","001",-2995,-1207,-999,NA,NA,NA,NA,"JP","GR","G","CP","005","BM","3"
"JP-GR-GC005","17","001",-3521,-1694,-1409,2,2,0,0,"JP","GR","G","CP","005","BM","3"
"JP-GR-GC010","06","001",0,0,0,20.9,6.5,14.4,0,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","07","001",850,454,295,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","08","001",1003,491,165,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","09","001",1211,797,254,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","10","001",1271,876,221,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","12","001",1607,991,278,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","13","001",-2059,-1181,-455,NA,NA,NA,NA,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC010","17","001",-1032,-587,-205,1.4,1.1,0.3,0,"JP","GR","G","CP","010","BM","2"
"JP-GR-GC011","06","001",0,0,0,12.9,4.7,8.2,0,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","07","001",-2321,-1131,-774,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","08","001",-1517,-750,-469,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","09","001",-2376,-1586,-819,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","10","001",2040,1296,389,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","12","001",2346,1647,626,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","13","001",-2629,-1128,-614,NA,NA,NA,NA,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC011","17","001",2070,629,411,0.3,0.3,0,0,"JP","GR","G","CP","011","BM","1"
"JP-GR-GC015","06","001",0,0,0,12.1,3.9,8.2,0,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","07","001",4853,1659,1676,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","08","001",6396,3447,2741,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","09","001",5177,2278,2027,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","10","001",6270,2803,2536,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","12","001",5480,1518,1704,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","13","001",5854,2493,2355,NA,NA,NA,NA,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC015","17","001",-9071,-2480,-2974,2.4,1.5,0.9,0,"JP","GR","G","CP","015","BM","2"
"JP-GR-GC016","06","001",0,0,0,16.1,6.6,9.5,0,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","07","001",1501,603,426,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","08","001",1632,1000,713,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","09","001",1936,514,568,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","10","001",2364,702,724,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","12","001",2960,1329,1136,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","13","001",-2518,-932,-930,NA,NA,NA,NA,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC016","17","001",-3577,-1472,-1312,0.9,0.7,0.2,0,"JP","GR","G","CP","016","BM","2"
"JP-GR-GC018","06","001",0,0,0,15.6,10.6,5,0,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","07","001",679,553,343,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","08","001",402,514,278,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","09","001",661,308,247,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","10","001",1497,626,546,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","12","001",1773,708,616,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","13","001",-1542,-573,-504,NA,NA,NA,NA,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC018","17","001",-1637,-963,-741,1,0.8,0.2,0,"JP","GR","G","CP","018","BM","2"
"JP-GR-GC021","06","001",0,0,0,10.8,3.9,6.9,0,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","07","001",630,441,233,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","08","001",647,352,246,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","09","001",523,362,179,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","10","001",819,526,198,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","12","001",931,523,191,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","13","001",-939,-522,-235,NA,NA,NA,NA,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC021","17","001",-953,-336,-251,1,0.9,0.1,0,"JP","GR","G","CP","021","BM","1"
"JP-GR-GC026","06","001",0,0,0,7.4,7.4,0,0,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","07","001",7007,2693,2492,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","08","001",3829,3177,2011,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","09","001",3035,1672,1256,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","10","001",5061,2587,2090,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","12","001",3925,1559,1479,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","13","001",5217,2053,1852,NA,NA,NA,NA,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC026","17","001",-4815,-1810,-1667,0.4,0.3,0.1,0,"JP","GR","G","CP","026","BM","1"
"JP-GR-GC027","06","001",0,0,0,10,5,5,0,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","07","001",888,528,384,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","08","001",-916,-474,-385,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","09","001",-874,-371,-296,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","10","001",868,549,408,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","12","001",2975,1324,1144,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","13","001",-728,-333,-283,NA,NA,NA,NA,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC027","17","001",-2019,-1073,-879,1.1,0.9,0.2,0,"JP","GR","G","CP","027","BM","1"
"JP-GR-GC028","06","001",0,0,0,10.6,6.9,3.7,0,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","07","001",958,233,254,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","08","001",346,303,180,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","09","001",747,337,263,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","10","001",-492,-133,-136,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","12","001",876,322,302,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","13","001",-413,-150,-131,NA,NA,NA,NA,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC028","17","001",-1311,-310,-376,1.1,1,0.1,0,"JP","GR","G","CP","028","BM","2"
"JP-GR-GC029","06","001",0,0,0,21.4,16.6,4.8,0,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","07","001",0,0,0,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","08","001",0,0,0,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","09","001",-2,-22,-1,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","10","001",12,3,0,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","12","001",80,35,23,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","13","001",-27,-7,-2,NA,NA,NA,NA,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC029","17","001",-6,-21,-8,1.5,1,0.5,0,"JP","GR","G","CP","029","BM","3"
"JP-GR-GC031","06","001",0,0,0,10.6,8.9,1.7,0,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","07","001",2927,1157,1033,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","08","001",480,565,223,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","09","001",926,569,384,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","10","001",1783,597,501,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","12","001",-1867,-780,-519,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","13","001",2815,1214,928,NA,NA,NA,NA,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC031","17","001",-2944,-1275,-1042,1,1,0,0,"JP","GR","G","CP","031","BM","1"
"JP-GR-GC035","06","001",0,0,0,14,13.6,0.4,0,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","07","001",-29,-26,-9,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","08","001",-64,-29,-25,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","09","001",-57,-22,-19,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","10","001",124,76,55,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","12","001",338,131,130,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","13","001",-153,-86,-69,NA,NA,NA,NA,"JP","GR","G","CP","035","BM","2"
"JP-GR-GC035","17","001",-493,-105,-141,1.6,0.9,0.7,0,"JP","GR","G","CP","035","BM","2"
"JP-GR-MC001","06","001",0,0,0,14.5,9.7,4.8,0,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC001","07","001",1354,726,284,NA,NA,NA,NA,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC001","08","001",1904,1176,337,NA,NA,NA,NA,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC001","09","001",1877,950,317,NA,NA,NA,NA,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC001","10","001",1697,917,216,0,0,0,0,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC001","17","001",-1478,-881,-180,0.4,0.2,0.2,0,"JP","GR","M","CP","001","ME","2"
"JP-GR-MC005","06","001",0,0,0,4.2,0.6,3.6,0,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","07","001",3261,2012,1246,NA,NA,NA,NA,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","08","001",4513,1525,1245,NA,NA,NA,NA,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","09","001",4679,1761,1466,NA,NA,NA,NA,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","10","001",5280,2902,1853,0,0,0,0,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","13","001",3969,1660,1228,NA,NA,NA,NA,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC005","17","001",-4334,-1806,-1550,0.4,0.2,0.2,0,"JP","GR","M","CP","005","ME","1"
"JP-GR-MC006","06","001",0,0,0,4.4,3.1,1.3,0,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","07","001",4993,2324,1705,NA,NA,NA,NA,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","08","001",3762,1646,1059,NA,NA,NA,NA,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","09","001",6997,2325,2304,NA,NA,NA,NA,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","10","001",8205,2552,2465,0,0,0,0,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","13","001",-16310,-4386,-4349,NA,NA,NA,NA,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC006","17","001",-7241,-2851,-2240,0.1,0.1,0,0,"JP","GR","M","CP","006","ME","1"
"JP-GR-MC009","06","001",0,0,0,34.6,23,11.6,0,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","07","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","08","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","09","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","10","001",0,0,0,0,0,0,0,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","13","001",-53,-23,-2,NA,NA,NA,NA,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC009","17","001",-68,-44,0,2.9,1,1.9,0,"JP","GR","M","CP","009","ME","3"
"JP-GR-MC012","06","001",0,0,0,14.4,9.4,5,0,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC012","07","001",6149,2199,2137,NA,NA,NA,NA,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC012","08","001",9161,3544,3336,NA,NA,NA,NA,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC012","09","001",8335,3219,3032,NA,NA,NA,NA,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC012","10","001",7638,2079,1985,0,0,0,0,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC012","17","001",6730,2744,2201,0.4,0.3,0.1,0,"JP","GR","M","CP","012","ME","2"
"JP-GR-MC013","06","001",0,0,0,10.5,6.2,4.3,0,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","07","001",7971,2998,2927,NA,NA,NA,NA,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","08","001",5299,2023,1854,NA,NA,NA,NA,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","09","001",9783,2963,3099,NA,NA,NA,NA,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","10","001",5213,2217,1795,0,0,0,0,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","13","001",-7297,-2220,-2174,NA,NA,NA,NA,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC013","17","001",-9031,-2814,-2773,0.6,0.6,0,0,"JP","GR","M","CP","013","ME","2"
"JP-GR-MC018","06","001",0,0,0,26.8,13.9,12.9,0,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","07","001",98,18,25,NA,NA,NA,NA,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","08","001",116,64,53,NA,NA,NA,NA,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","09","001",121,24,36,NA,NA,NA,NA,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","10","001",97,19,25,0,0,0,0,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","13","001",-211,-38,-45,NA,NA,NA,NA,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC018","17","001",-329,-123,-73,2.3,0.8,1.5,0,"JP","GR","M","CP","018","ME","3"
"JP-GR-MC020","06","001",0,0,0,44,32.1,11.9,0,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","07","001",-25,-45,-22,NA,NA,NA,NA,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","08","001",-21,-35,-16,NA,NA,NA,NA,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","09","001",199,109,85,NA,NA,NA,NA,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","10","001",-509,-152,-169,0,0,0,0,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","13","001",-725,-181,-175,NA,NA,NA,NA,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC020","17","001",-1017,-436,-400,2.7,2.4,0.3,0,"JP","GR","M","CP","020","ME","3"
"JP-GR-MC021","06","001",0,0,0,26.2,16.6,9.6,0,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","07","001",-2115,-662,-657,NA,NA,NA,NA,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","08","001",-1962,-897,-656,NA,NA,NA,NA,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","09","001",5425,1579,1566,NA,NA,NA,NA,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","10","001",3936,1350,1254,0,0,0,0,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","13","001",3495,991,811,NA,NA,NA,NA,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC021","17","001",-8751,-2514,-2593,0.3,0.3,0,0,"JP","GR","M","CP","021","ME","2"
"JP-GR-MC022","06","001",0,0,0,19.4,9.8,9.6,0,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","07","001",1936,1160,860,NA,NA,NA,NA,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","08","001",5553,1613,1841,NA,NA,NA,NA,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","09","001",4160,1896,1657,NA,NA,NA,NA,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","10","001",2969,1643,1250,0,0,0,0,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","13","001",4821,1566,1522,NA,NA,NA,NA,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC022","17","001",-8653,-3109,-3043,1.8,1.8,0,0,"JP","GR","M","CP","022","ME","2"
"JP-GR-MC026","06","001",0,0,0,26,20.2,5.8,0,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","07","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","08","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","09","001",0,0,0,NA,NA,NA,NA,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","10","001",0,0,0,0,0,0,0,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","13","001",-95,-56,0,NA,NA,NA,NA,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC026","17","001",-7,-3,0,0.6,0.3,0.3,0,"JP","GR","M","CP","026","ME","3"
"JP-GR-MC028","06","001",0,0,0,31.3,16.4,14.9,0,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","07","001",-569,-346,-200,NA,NA,NA,NA,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","08","001",-948,-694,-274,NA,NA,NA,NA,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","09","001",1214,881,238,NA,NA,NA,NA,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","10","001",-696,-449,-85,0,0,0,0,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","13","001",-1416,-714,-158,NA,NA,NA,NA,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC028","17","001",-1799,-857,-355,0.9,0.8,0.1,0,"JP","GR","M","CP","028","ME","3"
"JP-GR-MC029","06","001",0,0,0,24.1,14.1,10,0,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","07","001",2878,918,976,NA,NA,NA,NA,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","08","001",-2545,-1195,-1012,NA,NA,NA,NA,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","09","001",-4136,-1340,-1410,NA,NA,NA,NA,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","10","001",4565,977,1293,0,0,0,0,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","13","001",-6437,-1341,-1794,NA,NA,NA,NA,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC029","17","001",-7875,-2088,-2402,1.1,0.8,0.3,0,"JP","GR","M","CP","029","ME","3"
"JP-GR-MC031","06","001",0,0,0,20.3,11.2,9.1,0,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","07","001",2526,988,954,NA,NA,NA,NA,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","08","001",3368,1639,1437,NA,NA,NA,NA,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","09","001",2396,427,422,NA,NA,NA,NA,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","10","001",6509,1384,1959,0,0,0,0,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","13","001",-7459,-1655,-2289,NA,NA,NA,NA,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC031","17","001",-4257,-1140,-1280,NA,NA,NA,NA,"JP","GR","M","CP","031","ME","1"
"JP-GR-MC039","06","001",0,0,0,6.2,4.2,2,0,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","07","001",3091,1122,835,NA,NA,NA,NA,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","08","001",3437,1209,900,NA,NA,NA,NA,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","09","001",2608,1430,473,NA,NA,NA,NA,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","10","001",2690,1035,402,0,0,0,0,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","13","001",-2857,-1164,-457,NA,NA,NA,NA,"JP","GR","M","CP","039","ME","1"
"JP-GR-MC039","17","001",-4320,-1457,-776,0,0,0,0,"JP","GR","M","CP","039","ME","1"
"JP-ON-BC002","06","001",0,0,0,10.9,10.9,0,0,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","07","001",-38,-18,-21,NA,NA,NA,NA,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","12","001",-6,-22,-17,NA,NA,NA,NA,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC002","16","001",-25,-31,-27,0,0,0,0,"JP","ON","B","CP","002","FI","2"
"JP-ON-BC005","06","001",0,0,0,6.1,6.1,0,0,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","07","001",-26,-28,-25,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","08","001",49,27,31,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","09","001",-9,-31,-23,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","12","001",-35,-47,-40,NA,NA,NA,NA,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC005","16","001",-334,-245,-253,0,0,0,0,"JP","ON","B","CP","005","FI","1"
"JP-ON-BC009","06","001",0,0,0,17.4,17.4,0,0,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","07","001",0,1,0,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC009","16","001",-19,-20,-18,6.5,6.5,0,0,"JP","ON","B","CP","009","FI","2"
"JP-ON-BC014","06","001",0,0,0,2.5,2.5,0,0,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","07","001",-9,-10,-8,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","08","001",39,1,7,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","09","001",-81,-15,-25,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","12","001",-217,-153,-154,NA,NA,NA,NA,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC014","16","001",-799,-392,-466,0,0,0,0,"JP","ON","B","CP","014","FI","1"
"JP-ON-BC016","06","001",0,0,0,19.9,19.9,0,0,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","07","001",18,12,12,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","12","001",-34,-16,-19,NA,NA,NA,NA,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC016","16","001",-84,-73,-72,2.6,2.6,0,0,"JP","ON","B","CP","016","FI","3"
"JP-ON-BC017","06","001",0,0,0,19.4,19.4,0,0,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","12","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC017","16","001",0,0,0,7.4,7.4,0,0,"JP","ON","B","CP","017","FI","3"
"JP-ON-BC018","06","001",0,0,0,19.3,19.3,0,0,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC018","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC018","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC018","09","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC018","10","001",0,0,0,0,0,0,0,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC018","16","001",0,0,0,6.7,6.7,0,0,"JP","ON","B","CP","018","FI","3"
"JP-ON-BC021","06","001",0,0,0,5.2,5.2,0,0,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC021","07","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2"
"JP-ON-BC021","08","001",0,0,0,NA,NA,NA,NA,"JP","ON","B","CP","021","FI","2"
