"subplot_id","year","speriod","shrub_bio_ttl_ARAR8","shrub_1hr_ARAR8","shrub_10hr_ARAR8","shrub_bio_ttl_ARTRV","shrub_1hr_ARTRV","shrub_10hr_ARTRV","shrub_bio_ttl_CEVE","shrub_1hr_CEVE","shrub_10hr_CEVE","shrub_bio_ttl_CHVI8","shrub_1hr_CHVI8","shrub_10hr_CHVI8","shrub_bio_ttl_ERNA10","shrub_1hr_ERNA10","shrub_10hr_ERNA10","shrub_bio_ttl_PUTR2","shrub_1hr_PUTR2","shrub_10hr_PUTR2","dwd_fuel_10h","dwd_fuel_100h","dwd_fuel_1000h_s","dwd_fuel_1000h_r","herb_fuel_live_wd","herb_fuel_dead_wd","ispace_litter_load_wd","herb_fuel_stand_wd","shrub_bulk_dns","shrub_bd_ARAR8","shrub_bd_ARTRV","shrub_bd_CEVE","shrub_bd_CHVI8","shrub_bd_ERNA10","shrub_bd_PUTR2","avg_grass_ht","tree_dns_ttl_CELE3","tree_dns_lt5_CELE3","tree_dns_5_50_CELE3","tree_dns_gt50_CELE3","tree_dns_ttl_JUOC","tree_dns_lt5_JUOC","tree_dns_5_50_JUOC","tree_dns_gt50_JUOC","tree_dns_ttl_PIPO","tree_dns_lt5_PIPO","tree_dns_5_50_PIPO","tree_dns_gt50_PIPO","shrub_dns_AMAL2","shrub_dns_ARAR8","shrub_dns_ARRI2","shrub_dns_ARTRT","shrub_dns_ARTRV","shrub_dns_ARTRW8","shrub_dns_CEVE","shrub_dns_CHVI8","shrub_dns_ERNA10","shrub_dns_ERSP7","shrub_dns_PREM","shrub_dns_PUTR2","shrub_dns_RICE","shrub_dns_RIVE","shrub_dns_SANIC6","shrub_dns_SYOR2","shrub_dns_TECA2","shrub_ht_avg_ARAR8","shrub_ht_avg_ARTRV","shrub_ht_avg_CEVE","shrub_ht_avg_CHVI8","shrub_ht_avg_ERNA10","shrub_ht_avg_PUTR2","grass_ht_avg","forb_ht_avg","fc_bare_gnd_fol_cvr","can_cover_ACHY","can_cover_ACLE9","can_cover_ACMI2","can_cover_ACOC3","can_cover_ACTH7","can_cover_AGCR","can_cover_AGGL","can_cover_AGGR","can_cover_AGHE2","can_cover_AGOSE","can_cover_ALAC4","can_cover_ALDE","can_cover_AMAL2","can_cover_AMTE3","can_cover_ANDI2","can_cover_ANGE3","can_cover_ANLU2","can_cover_ANMI3","can_cover_ANRO2","can_cover_APIN","can_cover_ARAR8","can_cover_ARCA7","can_cover_ARCO5","can_cover_ARCO9","can_cover_ARDR","can_cover_ARHO2","can_cover_ARPU","can_cover_ARSO2","can_cover_ARSP","can_cover_ARTR2","can_cover_ARTRT","can_cover_ARTRV","can_cover_ARTRW8","can_cover_ASCU4","can_cover_ASFI","can_cover_ASLE8","can_cover_ASPU9","can_cover_BASA3","can_cover_BLSC","can_cover_BR","can_cover_BRAR5","can_cover_BRBR5","can_cover_BRMA4","can_cover_BRTE","can_cover_CAAP4","can_cover_CADO2","can_cover_CAFI","can_cover_CAMA5","can_cover_CAPIP","can_cover_CARO5","can_cover_CATE26","can_cover_CELE3","can_cover_CEVE","can_cover_CHDO","can_cover_CHVI8","can_cover_CLGR","can_cover_CLPEP","can_cover_COGR4","can_cover_COLI2","can_cover_COMA25","can_cover_COPA3","can_cover_CRAC2","can_cover_CRAM3","can_cover_CRIN4","can_cover_CROC","can_cover_CRTO4","can_cover_CT","can_cover_CW","can_cover_D","can_cover_DEAN","can_cover_DENU2","can_cover_DESO2","can_cover_DF","can_cover_DG","can_cover_DOPU","can_cover_DRVE2","can_cover_DS","can_cover_DT","can_cover_EL","can_cover_ELEL5","can_cover_EPBR3","can_cover_ERCI6","can_cover_ERCO5","can_cover_EREL4","can_cover_ERFI2","can_cover_ERHE2","can_cover_ERLA6","can_cover_ERLI","can_cover_ERMI4","can_cover_ERNA10","can_cover_ERNU3","can_cover_EROV","can_cover_ERPO2","can_cover_ERPU2","can_cover_ERSP3","can_cover_ERSP4","can_cover_ERSP7","can_cover_ERST4","can_cover_ERUM","can_cover_ERVI5","can_cover_FEID","can_cover_FRAL2","can_cover_FRAT","can_cover_FRPU2","can_cover_FRSP","can_cover_GAAP2","can_cover_GARA","can_cover_GARA2","can_cover_GETR","can_cover_GUSA2","can_cover_HECO26","can_cover_HISC2","can_cover_HOUM","can_cover_HYCA4","can_cover_IPAGA3","can_cover_ISTI","can_cover_JUOC","can_cover_KOMA","can_cover_L","can_cover_LAGL5","can_cover_LAOC3","can_cover_LASE","can_cover_LC","can_cover_LECI4","can_cover_LIDA","can_cover_LIGL2","can_cover_LILE3","can_cover_LIPU11","can_cover_LIRU4","can_cover_LOMA3","can_cover_LONE","can_cover_LOTR2","can_cover_LUCA","can_cover_LULE2","can_cover_LULE3","can_cover_M","can_cover_MACA2","can_cover_MEAL6","can_cover_MEBU","can_cover_MESA","can_cover_MIGR","can_cover_MYST2","can_cover_NOTR2","can_cover_OPFR","can_cover_PABR","can_cover_PACA15","can_cover_PASM","can_cover_PESP","can_cover_PHCH","can_cover_PHHA","can_cover_PHHO","can_cover_PHLI","can_cover_PHLO2","can_cover_PIPO","can_cover_PLMA4","can_cover_POBU","can_cover_PODO4","can_cover_POMI","can_cover_POPR","can_cover_POPRP2","can_cover_POSE","can_cover_PREM","can_cover_PRVI","can_cover_PSSP6","can_cover_PUTR2","can_cover_R","can_cover_RICE","can_cover_RIVE","can_cover_S","can_cover_SANIC6","can_cover_SEIN2","can_cover_SIAL2","can_cover_SIDO","can_cover_SIOR","can_cover_SPCR","can_cover_SYOR2","can_cover_TACA8","can_cover_TECA2","can_cover_THIN6","can_cover_TRDU","can_cover_TRMA3","can_cover_UKCUJ01","can_cover_UKDJ01","can_cover_UKFJ5","can_cover_UKGW1","can_cover_UKHU#","can_cover_UKHUJ15","can_cover_VEDU","can_cover_VIBA2","can_cover_VIPU4","can_cover_VUMI","can_cover_VUOC","can_cover_W","can_cover_WYAN","can_cover_WYMO","can_cover_ZIPA2","tree_cover_ttl","tree_cvr_CELE3","tree_cvr_JUOC","tree_cvr_PIPO","fol_cover_pt_tree","fol_cover_pt_shrub","fol_cover_pt_pgrass","fol_cover_pt_pforb","fol_cover_pt_agrass","fol_cover_pt_aforb","fol_cover_pt_grass","fol_cover_pt_forb","litter_cover","live_tree_ltr_duff_ld","dead_tree_ltr_duff_ld","tree_ltr_duff_ld","rcode","scode","pcode","ptype","sp_number","treatment","sp_phase","p_elevation"
"WJ-BC-BC017","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243,2544,NA,NA,NA,NA,NA,NA,NA,21.3125,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,29.6,17.3,5.3,0,0,1.7,0,7,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0.7,0,0,18.7,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,1,0,0,0,4.7,6.7,0,0,0,0,0.3,12.3,0,0,1,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,1.3,0,83,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12.3,0,0.7,0,0,88.3,0,0,0,0,0,0,0,24.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16.3,3.3,0,0,0,NA,NA,NA,NA,0.7,14,27.7,2.7,54.7,3.7,0,0,84,NA,NA,NA,"WJ","BC","B","CP","017","FI","2",897
"WJ-BC-BC019","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1164,5293,38187,0,813,573,189,NA,0,0,0,0,0,0,0,24.6875,0,0,0,0,86,0,56,30,0,0,0,0,0,0,0,0,56,0,0,954,56,56,0,168,0,0,0,0,0,0,0,0,30,0,0,39.1,10.3,13.7,0,0,2.3,0,1,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,19.7,0,0,0,0.3,0,0,0,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,5.3,0.3,0,0,0,0,1.7,30.3,0,6.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,49,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,30.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,34.7,2.7,7.7,0.3,0,54,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1,0,0.1,0,0,5,38,7.3,19.7,9.3,0,0,49.7,NA,NA,NA,"WJ","BC","B","CP","019","FI","3",897
"WJ-BC-BC020","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,624,2647,10667,0,315,152,344,NA,0,0,0,0,0,0,0,18.1875,0,0,0,0,202,0,111,91,0,0,0,0,0,0,0,0,0,0,0,10101,56,1459,0,224,0,0,0,0,0,0,0,0,28,0,0,30.3,6.1,11,0,0,0,0,7,0,0,0,0,0,0,2.7,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.3,0,27,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0.7,28.3,0,2.7,0.3,6.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0.7,0,68.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,23,5.7,4.7,0,0,70.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0.3,0,0,0,0.5,0,0.5,0,0.7,10.3,33.3,3,29,10,0,0,68.7,NA,0,0,"WJ","BC","B","CP","020","FI","3",897
"WJ-BC-BC021","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2370,3639,11012,0,416,627,104,NA,0,0,0,0,0,0,0,20.5,0,0,0,0,76,0,56,20,0,0,0,0,0,0,0,0,0,0,0,2132,56,56,0,337,0,0,0,0,0,0,27.7,0,0,0,0,35.1,5.9,13.3,0,0,0.3,0,0,0,0,0,0,0,0,1.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3,0.7,0,0,0,0,0,37.3,0,9,0.7,2.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.7,0,53.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,24.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.3,0,0,34.3,3.7,10.7,0,0,53.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,1,1,0,0,0,0.1,0,0.1,0,0,4.7,41.7,1.7,17.7,15,0,0,54.3,NA,0,0,"WJ","BC","B","CP","021","FI","2",897
"WJ-BC-BC023","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956,2316,5141,0,1072,1240,856,NA,0,0,0,0,0,0,0,28.3125,0,0,0,0,111,0,0,111,0,0,0,0,0,0,0,0,56,0,0,1291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.5,15.1,6,0,0,1,0,0.3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0,0,0,3.3,0,0,0,22.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,6.3,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,11.3,0,0,0,0,0,0,0,0,0,0,0,4.3,0,0,0,3.7,0,76,0,0,0,5,0,0,0,0,0,0,0,0.7,0,0,0,0,28.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,47,0,0.7,0,0,51.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,1.7,0,0,0,0,4.3,0,4.3,0,2.3,2,59.7,4.3,23.7,10.3,0,0.3,76,186,25,211,"WJ","BC","B","CP","023","FI","2",897
"WJ-BC-BC023","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,2739,NA,NA,NA,NA,NA,NA,NA,26.5625,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,48.4,9.5,8.7,0,0,0.7,0,3,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.7,0,0,0,0,3,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,32,0,0.7,0.3,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,6.7,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,7,0,68.3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7,0,0,48,0,2.3,0,0,67.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,2.7,0,0,0,NA,NA,NA,NA,4.3,1.3,61.3,2.7,19.7,1,0,0,68.7,NA,NA,NA,"WJ","BC","B","CP","023","FI","2",897
"WJ-BC-BC026","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2079,4301,0,0,397,472,171,NA,0,0,0,0,0,0,0,17.375,0,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,1403,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,22.6,12.1,13.7,0,0,0,0,2.7,0,0,0,0,0,0,0.3,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,36.3,0,1,0.7,3.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0.3,0,42.3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,29,0,3,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0.3,0,38.7,4.3,22.7,3.3,0,0,42.3,NA,0,0,"WJ","BC","B","CP","026","FI","1",897
"WJ-BC-BC028","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2287,3639,5378,0,656,821,555,NA,0,0,0,0,0,0,0,31.5,0,0,0,0,30,0,0,30,0,0,0,0,0,0,0,0,168,0,0,56,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,44.3,18.8,1.7,0,0,0.7,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.7,53.3,0,6.7,0.7,8.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,0,2,0,71.7,0,0,0,2.3,0,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7,0,0,51,0,0.7,0,0,66,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,3.7,14,0,0,0,0,0.7,0,0.7,0,1.3,2,58.7,2,49.7,12.3,0,0.3,71.7,161,9,170,"WJ","BC","B","CP","028","FI","2",897
"WJ-BC-CC002","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721,0,0,0,69,75,141,NA,0,0,0,0,0,0,0,14.625,0,0,0,0,940,0,667,273,0,0,0,0,0,0,0,0,1459,0,0,4377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,9.7,17.3,0,0,0.3,0,0,0,0,0,0,0,0,1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.7,21.3,0,3.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,15,0,43.7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,29.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,19.7,0,0.7,0,0,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,10.7,0.3,0,0,0,17.1,0,17.1,0,11.7,7.7,34,2.7,11.3,6.3,0,0,44,6063,NA,6063,"WJ","BC","C","CP","002","CO","2",871
"WJ-BC-CC003","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1788,662,0,0,237,224,101,NA,0,0,0,0,0,0,0,19.8125,0,0,0,0,470,0,167,303,0,0,0,0,0,0,0,0,112,0,0,112,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,29.6,10,18.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.3,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,4.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,14,0,29,0,0,0,11,0,0,0,0,0,0,0,0,0.3,0,0,0,30.7,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,26,0.3,2,0,0,48.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7,0.3,0,0,0,29.5,0,29.5,0,7.7,1,34,1,2.3,6.7,0,0,29.3,9665,NA,9665,"WJ","BC","C","CP","003","CO","1",871
"WJ-BC-CC003","17","001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"WJ","BC","C","CP","003","CO","1",871
"WJ-BC-CC005","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2495,4963,0,0,197,213,133,NA,0,0,0,0,0,0,0,18.5,0,0,0,0,2692,1778,611,303,0,0,0,0,0,0,0,0,561,0,0,0,0,0,0,449,0,0,0,0,0,0,0,0,0,0,0,30.9,6.1,6.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0,0,0,0,0,7.7,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,0,0,49.3,0,3.7,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,10.3,0,52,0,0,0,17.3,0,0,0,0,0,0,0,0,0.3,0,0,0,25.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,33.7,1,1.3,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.3,1,0,0,0,10.5,0,10.5,0,5,2.3,45.7,1,9.7,6.3,0,0,52.7,4348,NA,4348,"WJ","BC","C","CP","005","CO","1",871
"WJ-BC-CC008","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2883,3088,0,0,472,488,293,NA,0,0,0,0,0,0,0,20.125,0,0,0,0,4299,3556,389,354,0,0,0,0,0,0,0,0,1459,0,0,112,0,0,0,0,0,0,0,0,0,0,91.5,0,0,0,0,31.3,9,12.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0.3,51,0,2,5.7,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8.7,0,52.7,0,0,0,16.3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0.3,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.3,0,0,41.7,0,0,0,0,66.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,4,2.3,0,0,0,6.5,0,6.5,0,5,7.7,51,3.7,12,7.7,0,0,54,2037,NA,2037,"WJ","BC","C","CP","008","CO","1",871
"WJ-BC-CC011","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,331,0,0,341,323,147,NA,0,0,0,0,0,0,0,19.4375,0,0,0,0,777,0,444,333,0,0,0,0,0,0,0,0,393,0,0,842,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,33.8,5.1,15.3,0,0,0,0,0,0,0,0,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,45.3,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,27,0,48.7,0,0,0,11.7,0,0,0,0,0,0,0,0.3,0,0,0,0,22.3,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7,0,0,28.3,6.7,2,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,5.3,0.3,0,0,0,22.9,0,22.9,0,18.3,8,35,0.7,15,11,0,0,48.7,8825,NA,8825,"WJ","BC","C","CP","011","CO","2",871
"WJ-BC-CC012","16","001",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1414,0,0,0,288,328,83,NA,0,0,0,0,0,0,0,20.9375,0,0,0,0,666,0,333,333,0,0,0,0,0,56,0,0,337,0,0,168,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,31.5,10.4,10,0,0,0.7,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,1,0,0,0,0,0,0,0,0,5.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,37.3,0,2,2.3,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0,27.3,0,52.3,0,0,0,14.7,0,0,0,0,0,0,0,0.3,0,0,0,0,26.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7,0,0,24.7,2.7,0.7,0,0,52.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,1,0,0,0,23.8,0,23.8,0,16.7,2.3,34,3,6.7,3,0,0,52.7,9837,NA,9837,"WJ","BC","C","CP","012","CO","2",871
